Company Name,Street Address,Street Address (2),City,State,Zip Code,County,Latitude,Longitude,Contact Name,Phone Number,Email,Hauler Type,Preferred Vendor,Market Type
ENP ENVIRONMENTAL INC,507A W BROADWAY,,LONG BEACH,NY,11561,Nassau County,40.584881,-73.678636,,,,Hazardous Waste Transporter,No,Open Market
JMJ PRO TRUCKS LLC,141 COEYMAN AVE,,Nutley,NJ,7110,Essex County,40.8263701,-74.1649815,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
POGGI LANDSCAPING LLC,26 COLD HILL RD,,Mendham Twp,NJ,7945,Morris County,40.7999855,-74.5847264,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
AJD HOME IMPROVEMENTS LLC,207 LINDEN AVE,,Verona,NJ,7044,Essex County,40.8360106,-74.243393,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ALL AROUND DISPOSAL LLC,96 MOUNTAIN AVE,,Cedar Knolls,NJ,7927,Morris County,40.8281,-74.4572373,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
UNITED TRUCKING INC,46 S MAPLE AVE,,Evesham Twp,NJ,8053,Burlington County,39.8881384,-74.9223189,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
W B SERVICES LLC AKA WB SRVS LLC,5109 BLIEGH AVE,,PHILADELPHIA,PA,19136,Philadelphia County,40.024139,-75.0257357,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
JP FIDLER TRUCKING,908 N LENOLA RD,,Moorestown,NJ,8057,Burlington County,39.9732175,-74.9955197,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
FISCHER BROTHERS INC,761 RIDGEDALE AVE,,East Hanover Twp,NJ,7936,Morris County,40.8410983,-74.3414608,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CLEAN GUYS LLC,116 GARDENIA DR,,Maple Shade Twp,NJ,8052,Burlington County,39.9501371,-74.98116259999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CHEAP DISPOSAL LLC,15 FLORENCE PL,,Caldwell,NJ,7006,Essex County,40.8417386,-74.2828651,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
REVOLUTION RECOVERY LLC,7333 MILNOR ST,,PHILADELPHIA,PA,19136,Philadelphia County,40.0237687,-75.0290133,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
RITE-WAY INTERNAL REMOVAL INC,64 05 34TH AVE,,WOODSIDE,NY,11377,Queens County,40.752636,-73.898793,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
GTO SERVICES INC,7330 TULIP ST,,PHILADELPHIA,PA,19136,Philadelphia County,40.0288935,-75.0324449,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CLEAN RESTORED LLC,56 LEO TER,,Bloomfield,NJ,7003,Essex County,40.833925,-74.173495,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
JUNK RESCUE LLP,876 N LENOLA RD,,Moorestown,NJ,8057,Burlington County,39.9707053,-74.9976796,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
JOHN WILLIAM KRIVAK,70 PRINCETON ST,,Clifton,NJ,7014,Passaic County,40.8301089,-74.14739949999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ALEX & DAVID LLC,28 MONTCLAIR AVE,,Nutley,NJ,7110,Essex County,40.8314443,-74.1531943,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
JUNK BOY REMOVAL SERVICES LLC,1 OLD MILL RD,,Evesham Twp,NJ,8053,Burlington County,39.871659,-74.91303529999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CEMCO-CUSTOM ENVIRONMENTAL MGMT,500 517 E PARK AVE,,Hainesport,NJ,8036,Cumberland County,39.4913219,-75.0245609,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
TORNADO CARTING CORP,30-39 33RD ST,,ASTORIA QUEENS,NY,11102,Queens County,40.7650612,-73.9203917,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
PRIME SERVICES LLC,316 BARBERTOWN IDELL RD,,Frenchtown,NJ,8825,Hunterdon County,40.4790675,-75.0312884,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
HOFFMAN LANDSCAPE & LAWN CARE LLC,324 COKESBURY HIGH BRIDGE RD,,Lebanon,NJ,8833,Hunterdon County,40.6835079,-74.8465911,,,,Soil & Fill Recycling Services,No,Open Market
BROOK BROTHERS ENTERPRISES LLC,206 WASHINGTON AVE,,Carlstadt,NJ,7072,Bergen County,40.8165928,-74.066997,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
BLOOM WASTE SERVICES,3 N OLNEY AVE,,Cherry Hill,NJ,8003,Camden County,39.9191641,-74.9658461,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
HARRINGTON RECYCLING CO INC,1 ERICK CT,,Chester,NJ,7930,Morris County,40.7860181,-74.6617404,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
HARRINGTON RECYCLING CO INC,1 ERICK COURT,,Chester,NJ,7930,Morris County,40.7860181,-74.6617404,,,,Soil & Fill Recycling Services,No,Open Market
MARK SEGUINE SOLE PROPRIETOR,14 STATE HWY RT 173,,Clinton,NJ,8809,,40.6524316,-75.0164419,,,,Soil & Fill Recycling Services,No,Open Market
GARDEN STATE WASTE MGT INC,5 EASTMANS RD,,Parsippany,NJ,7054,Morris County,40.8450324,-74.426524,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
THE JUNK CREW LLC,239 NEW RD,,Parsippany,NJ,7054,Morris County,40.8525342,-74.3465678,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
HOMESTEAD LAWN AND LANDSCAPE LLC/HOMESTEAD DI,51 MT GROVE RD,,Annandale,NJ,8801,Hunterdon County,40.68486559999999,-74.8595863,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
POTTS EXCAVATING INC,316 RT 9,,Eagleswood Twp,NJ,8092,Ocean County,39.6414096,-74.30084409999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
TWO BROTHERS CONTRACTING INC,250 RUTHERFORD BLVD,,Clifton,NJ,7014,Passaic County,40.8387495,-74.1332496,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
AR WASTE SERVICES LLC,9249 KENNEDY BLVD,,North Bergen,NJ,7047,Hudson County,40.810396,-74.00233209999999,,,,Soil & Fill Recycling Services,No,Open Market
AR WASTE SERVICES LLC,9249 KENNEDY BLVD,,North Bergen,NJ,7047,Hudson County,40.810396,-74.00233209999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
EFT CONSTRUCTION LLC,118 PALISADES AVE,,Cliffside Park,NJ,7010,Bergen County,40.8088877,-73.9942513,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ANDREW E HALL & SON INC DBA MOUNTAINVIEW PLU,45 WARREN ST,,Chester,NJ,7930,Morris County,40.7851283,-74.694844,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MJG SERVICES LLC,122 YOUNG AVE,,Cedar Grove Twp,NJ,7009,Essex County,40.8578257,-74.235816,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
D & A CONTRACTING LLC,322 RT 46,,Parsippany Troy-Hills,NJ,7054,Morris County,40.8599646,-74.35931719999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
VISION TRANSPORT INC,61 BRAD AVE,,Fairview,NJ,7022,Bergen County,40.8171781,-74.0086413,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
A & J LANDSCAPING INC,2955 HADDONFIELD RD,,Pennsauken Twp,NJ,8110,Camden County,39.9681892,-75.0238729,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ALS PROFESSIONAL PAINTING SERVICES INC,7 VALLEY RD,,Randolph Twp,NJ,7869,Morris County,40.8285087,-74.5765807,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
LIBERTY CONTRACTING CORP,25 31 94TH ST,,North Bergen,NJ,7047,Hudson County,40.8203234,-74.0150322,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
TOTAL WASTE SERVICES INC,25 31 94TH ST,,North Bergen,NJ,7047,Hudson County,40.8203234,-74.0150322,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
SPEED DEMO AND CLEAN OUT LLC,230 WALKER ST,,Cliffside Park,NJ,7010,Bergen County,40.8153981,-73.9927663,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
PERSISTENT CONSTRUCTION INC,58 INDUSTRIAL AVE,,Fairview Boro,NJ,7022,Bergen County,40.8192155,-74.0036502,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MAVERICK MEDICAL WASTE SERVICES LLC,12 E GREENBROOK RD,,North Caldwell,NJ,7006,Essex County,40.8643058,-74.2585581,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
HOME SOLUTIONS APC INC,35 RUPELLS RD,,Hampton,NJ,8827,Hunterdon County,40.6358192,-74.9402467,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CFN CARTING LLC,6 TAMARACK LN,,Pine Brook,NJ,7058,Morris County,40.86610659999999,-74.3338255,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
TOBY BARKMAN EXCAVATING INC,193 W VALLEY BROOK RD,,Califon,NJ,7830,Morris County,40.7448032,-74.7938637,,,,Soil & Fill Recycling Services,No,Open Market
TOBY BARKMAN EXCAVATING INC,193 W VALLEY BROOK RD,,Califon,NJ,7830,Morris County,40.7448032,-74.7938637,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CAP INV 1 LLC,555 INDUSTRIAL RD,,Carlstadt,NJ,7072,Bergen County,40.8452389,-74.099096,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
DENIOS RECYCLING LLC,112 HUTTON AVE,,Clifton,NJ,7013,Passaic County,40.8572533,-74.16703799999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
BOGUSH INC,12 FAIRFIELD CRESCENT,,West Caldwell,NJ,7064,Essex County,40.8669433,-74.2890985,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
DMG CONTRACTING LLC,384 HIGHLAND AVE,,Cliffside Park,NJ,7010,Bergen County,40.8158093,-73.9867749,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
SHAMROCK JUNK REMOVAL LLC,12 WINDING WAY,,Randolph Twp,NJ,7869,Morris County,40.8398174,-74.5513592,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ALL AMERICAN SEWER SERVICE INC,61 MILLER ST,,Wallington Boro,NJ,7057,Bergen County,40.8476846,-74.10244449999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
JUNK LION LLC,532 E EVESHAM RD,,Cherry Hill,NJ,8003,Camden County,39.8677093,-74.9498874,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MARK SEGUINE SOLE PROPRIETOR,14 RT 173,,Clinton,NJ,8809,Hunterdon County,40.6350877,-74.9469605,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
A E RECCHIA INC,41 VILLAGE PARK RD,,Cedar Grove,NJ,7009,Essex County,40.8659111,-74.2265415,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
GARDEN STATE CLEANOUTS LLC,104 RIDGE RD,,Little Falls,NJ,7424,Passaic County,40.8655736,-74.2127689,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
SUBURBAN DISPOSAL INC,54 MONTESANO RD,,Fairfield,NJ,7004,Essex County,40.8699727,-74.2950982,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
WUESTCO WASTE SOLUTIONS LLC,381 DOVER CHESTER RD,,Randolph,NJ,7869,Morris County,40.822341,-74.62461189999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CCL ENTERPRISES UNLIMITED LLC,107 RADTKE RD,,Randolph Twp,NJ,7869,Morris County,40.8416224,-74.5556198,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
HOFF INC,57 STILES LN,,Pine Brook,NJ,7058,Morris County,40.8694481,-74.3589804,,,,Soil & Fill Recycling Services,No,Open Market
S & L ZEPPETELLI INC,191 MOONACHIE RD,,Moonachie,NJ,7074,Bergen County,40.8386449,-74.0492508,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
BULL N BEAR SERVICES LLC,7 WOOD DR,,Morris Plains,NJ,7950,Morris County,40.8602757,-74.4801587,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
RELIABLE JIM'S LLC,529 MAIN AVE,,Passaic,NJ,7055,Passaic County,40.8575003,-74.123644,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MANCHESTER ENVIRONMENTAL SERVICES LLC,260 MEHRHOF RD,,Little Ferry,NJ,7643,Bergen County,40.8384955,-74.0327713,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ATLANTIC REMEDIAL TECHNOLOGIES LLC,177 SARGEANT AVE,,Clifton,NJ,7013,Passaic County,40.8644037,-74.1563608,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
THE JUNKPROS CORPORATION,114-09 COLFAX ST,,CAMBRIA HEIGHTS,NY,11411,Queens County,40.7027014,-73.74344169999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
EZ ONE JUNK LLC,564 STUDIO RD,,Ridgefield,NJ,7657,Bergen County,40.8284282,-73.9963139,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MLJ INDUST INC / PAWS TO HEAVEN PET CREMATORY,5301 TACONY ST,,PHILADELPHIA,PA,19137,Philadelphia County,40.0085853,-75.0687526,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MAK ENTERPRISE INC,531 HIGHLAND AVE,,Clifton,NJ,7011,Passaic County,40.8657579,-74.1479702,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
VA SPATZ AND SONS CONSTRUCTION INC,35 FRONTAGE RD,,Hampton,NJ,8827,Hunterdon County,40.6343298,-74.9632325,,,,Soil & Fill Recycling Services,No,Open Market
VA SPATZ AND SONS CONSTRUCTION INC,35 FRONTAGE RD,,Hampton,NJ,8827,Hunterdon County,40.6343298,-74.9632325,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
US LEVIN GROUP LLC,100 WINSTON DRIVE,,Cliffside Park Boro,NJ,7010,Bergen County,40.8260627,-73.9783656,,,,Soil & Fill Recycling Services,No,Open Market
L&M DISPOSAL LLC,4 GOLDEN CORNER WAY,,Randolph Twp,NJ,7869,Morris County,40.8328828,-74.6229765,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MANGIARELLI CONTRACTING LLC,45 ALAN DRIVE,,Fairfield,NJ,7004,Essex County,40.8801951,-74.3007982,,,,Soil & Fill Recycling Services,No,Open Market
DENNY SEPTIC SERVICE LLC,598 JACKSON RD,,Waterford Twp,NJ,8004,Camden County,39.7766141,-74.8623717,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
TRADEMARK WASTE SOLUTIONS LLC,23 JORGENSON LN,,Fairfield Twp,NJ,7004,Essex County,40.8818798,-74.31438229999999,,,,Hazardous Waste Transporter,No,Open Market
PIERRE FAMILY HAULING LLC,1540 FAIRVIEW AVE,,WILLOW GROVE,PA,19090,Montgomery County,40.1313133,-75.12475429999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
N VITALE INC,63 RIVER DR,,Lake Hiawatha,NJ,7034,Morris County,40.8807921,-74.3748681,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MOUNTAIN VIEW DEVELOPMENT&CONTRACTING CO INC,516 RT 513,,Califon,NJ,7830,Hunterdon County,40.74146220000001,-74.83394419999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MOUNTAIN VIEW DEVELOPMENT&CONTRACTING CO INC,516 RT 513,,Califon,NJ,7830,Hunterdon County,40.74146220000001,-74.83394419999999,,,,Soil & Fill Recycling Services,No,Open Market
HG HANDYMAN SERVICES LLC,3220 N COVE RD,,Pennsauken,NJ,8109,Camden County,39.9553688,-75.0455506,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
THE PUMPER LLC,3 WUNDER LN,,Califon,NJ,7830,Hunterdon County,40.73230909999999,-74.8494731,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
"JFA CONTRACTORS, INC",61 DONATO DR,,Little Falls,NJ,7424,Passaic County,40.8809038,-74.2389563,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ANGELS LANDSCAPE CONTR - SUB SIDEWALKS INC,1 RIVER DR,,Garfield,NJ,7206,Bergen County,40.8634105,-74.10206010000002,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MT CARTING AND TRUCKING INC,667 LINDEN AVE,,Ridgefield,NJ,7657,Bergen County,40.8372752,-73.99613289999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
FRANC ENVIRONMENTAL OF NEW JERSEY INC,321 MAPLE AVE,,HORSHAM TWP,PA,19044,Montgomery County,40.187632,-75.1383985,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
G CAMPAGNA SERVICES LLC,16 MOZART AVE,,Little Falls,NJ,7424,Passaic County,40.8832752,-74.2515421,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
COBA SERVICES INC,97 PLEASANT HILL RD,,Chester Twp,NJ,7930,Morris County,40.8137609,-74.695145,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
"QUALITY CLEAN UP, INC",110TH 4TH AVE,,Tuckerton,NJ,8087,Ocean County,39.6097643,-74.3462085,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
SPECIALTY DISPOSAL SERVICES INC,115 RT 46 W,,Mountain Lakes,NJ,7046,Morris County,40.87808510000001,-74.44197989999999,,,,Hazardous Waste Transporter,No,Open Market
SPECIALTY DISPOSAL SERVICES INC,115 RT 46 W,,Mountain Lakes,NJ,7046,Morris County,40.87808510000001,-74.44197989999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
J ANDOLINO TRUCKING LLC,15 VINE ST,,Fairfield,NJ,7006,Essex County,40.8860013,-74.307902,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
"GREENROCK RECYCLING, LLC",78 RT 173,,Hampton,NJ,8827,Hunterdon County,40.637481,-74.9736523,,,,Soil & Fill Recycling Services,No,Open Market
OLIVA PROPERTY SERVICES LLC,77 SAND RD,,Fairfield,NJ,7004,Essex County,40.8874476,-74.2877318,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
RANDANELLA SEPTIC INC,120 RAYMOND AVE,,Evesham Twp,NJ,8004,Burlington County,39.7928621,-74.8975567,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
C&D DISPOSAL SERVICES INC T/A CORE TRANSPORT,30 WEDGEWOOD DR,,Woodland Park Boro,NJ,7424,Passaic County,40.8835792,-74.2065061,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
HUDACKO WASTE INDUSTRIES LLC,47 BRITTANY RD,,Montville Twp,NJ,7045,Morris County,40.8872314,-74.36441239999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MIKULA CONTRACTING INC,630 PIAGET AVE,,Clifton,NJ,7011,Passaic County,40.8781164,-74.1597646,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
SUPPLY CENTER LONG VALLEY INC,35 E MILL RD,,Long Valley,NJ,7853,Morris County,40.7823045,-74.7746779,,,,Soil & Fill Recycling Services,No,Open Market
KATZ CARTING LLC,149 WOODLAND AVE,,Little Ferry,NJ,7643,Bergen County,40.8547349,-74.0397891,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
WADE ENVIRONMENTAL,382 JACKSON RD,,Atco,NJ,8004,Camden County,39.7798544,-74.8820411,,,,Hazardous Waste Transporter,No,Open Market
WADE SALVAGE INC T/A WADE ENVIRONMENTAL,382 JACKSON RD,,Atco,NJ,8004,Camden County,39.7798544,-74.8820411,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
WASTE CODE LLC,200 WASHINGTON AVE,,Clifton,NJ,7011,Passaic County,40.8772449,-74.1490352,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
"SARACENO DISPOSAL,  INC",75 MT PLEASANT TPKE,,Denville Twp,NJ,7834,Morris County,40.8687192,-74.5260619,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
D LOVENBERG PORTABLE TOILET,415 FRANKLIN RD,,Denville,NJ,7834,Morris County,40.8697204,-74.5213122,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
HECTOR M. PEREZ T/A MANY'S CLEANUP SERVICES,240 GRAND ST,,Garfield,NJ,7026,Bergen County,40.8706362,-74.10129599999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
HARRINGTON SALVAGE CO  INC,38 E MILL RD,,Long Valley,NJ,7853,Morris County,40.784423,-74.7759026,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
AUGUSTO CLEANOUTS CORP,125 HARRISON AVE,,Garfield,NJ,7026,Bergen County,40.8709166,-74.1007568,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
UNITED ENVIRONMENTAL WASTE SERVICES LLC,2324 DAYTON AVE,,Atco,NJ,8004,Camden County,39.7776627,-74.8829751,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MELA TRUCKING LLC,150 MADISON AVE,,Hasbrouck Heights,NJ,7604,Bergen County,40.8658491,-74.0756899,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
V & N CONTRACTORS LLC,130 COMMERCIAL AVE,,Palisades Park,NJ,7650,Bergen County,40.848145,-74.0045554,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MATHIS CONSTRUCTION CO INC,1510 RT 539,,Little Egg Harbor,NJ,8087,Ocean County,39.6033985,-74.3398215,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MITO'S CLEAN UP,160 ACKERMAN AVE,,Clifton,NJ,7011,Passaic County,40.8774294,-74.12685309999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
GL SEPTIC LLC,25 WILLIAMS DR,,Woodland Park,NJ,7424,Passaic County,40.8882084,-74.2026078,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
GOLDEN CITY CONTRACTOR LLC,149 PROSPECT ST,,Lodi Boro,NJ,7644,Bergen County,40.8707607,-74.0862501,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
IN AND OUT CONSTRUCTION LLC,489 RIFLE CAMP RD,,Woodland Park Boro,NJ,7424,Passaic County,40.88730229999999,-74.1896603,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
KITCHEN CABS DIRECT LLC,86 ACKERMAN AVE,,Clifton City,NJ,7011,Passaic County,40.8785166,-74.124072,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MAGNUM WASTE SERVICE INC,11 DONNA LEE CT,,Denville,NJ,7834,Morris County,40.8767284,-74.5112621,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CGM PRO ENTERPRISES LLC,404 GLEN AVE,,Palisades Park,NJ,7650,Bergen County,40.847674,-73.9920107,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MAGNOLIA TRUCKING LLC,510 HUDSON ST,,Hackensack City,NJ,7601,Bergen County,40.8617226,-74.0372841,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
JIMMY BYRNE (SOLE PR) TA JIMMY BYRNE TRUCKING,558 TIFFANY ST,,BRONX,NY,10474,Bronx County,40.8111567,-73.89000960000001,,,,Hazardous Waste Transporter,No,Open Market
WESTPHAL WASTE SERVICES INC,100 INDUSTRIAL AVE,,Ridgefield Park Village,NJ,7660,Bergen County,40.860256,-74.0314374,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
NJ JUNK REMOVER LLC,22 VREELAND AVE,,Clifton City,NJ,7011,Passaic County,40.88472609999999,-74.1504126,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
A-1 AFFORDABLE LANDSCAPING LLC,43 CEDARHURST AVE,,Woodland Park,NJ,7424,Passaic County,40.8930131,-74.1980981,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
KC'S CLEAN OUTS LLC,112 UNION PL,,Ridgefield,NJ,7660,Bergen County,40.860489,-74.01920299999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
"DANNY JAVIER GUEVARA, SP",57 CROOKS AVE,,Paterson,NJ,7503,Passaic County,40.88940059999999,-74.1570629,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
COLONNELLI BROS,409 S RIVER ST,,Hackensack,NJ,7601,Bergen County,40.8658915,-74.0373733,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
COLONNELLI BROS,409 S RIVER ST,,Hackensack,NJ,7601,Bergen County,40.8658915,-74.0373733,,,,Soil & Fill Recycling Services,No,Open Market
ESPOSITO'S RECYCLING LLC,110 WEST SHORE RD,,Denville Twp,NJ,7834,Morris County,40.885033,-74.4947912,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
NORROC ENTERPRISES LLC,99 FANNY RD,,Parsippany-Troy Hills Twp,NJ,7005,Morris County,40.89531909999999,-74.41639649999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
M.P. GALLAGHER LLC,24 HIGHLAND PL,,Ridgefield Park,NJ,7660,Bergen County,40.86290959999999,-74.022553,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CUENCA CORONEL TRUCKING INC,109 WABASH AVE,,Clifton City,NJ,7011,Passaic County,40.8890898,-74.1475784,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CUENCA CORONEL TRUCKING INC,109 WABASH AVE,,Clifton City,NJ,7011,Passaic County,40.8890898,-74.1475784,,,,Soil & Fill Recycling Services,No,Open Market
RIZOV LLC,246 GASTON AVE,,Garfield,NJ,7026,Bergen County,40.8803854,-74.0962976,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ALCA GENERAL CONTRACTOR LLC,235 BROAD ST,,Lodi,NJ,7644,Bergen County,40.8767411,-74.0768379,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ARTUR PODSKARBI,517 MIDLAND AVE,,Garfield,NJ,7026,Bergen County,40.8818984,-74.1010376,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
GAETA RECYCLING CO INC,278 W RAILWAY AVE,,Paterson,NJ,7501,Passaic County,40.8911877,-74.1509021,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
SOUTHERN OCEAN INC,7 CLEARVIEW DR,,Little Egg Harbor,NJ,8087,Ocean County,39.594911,-74.387513,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
LUIS PABLO ARCA T/A LOUIS CLEANOUTS,152 LANZA AVE,,Garfield,NJ,7026,Bergen County,40.8865195,-74.120143,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
A&H LANDSCAPING & CONTRACTING LLC,1044 RT 73,,Berlin,NJ,8009,Camden County,39.7815975,-74.91038640000001,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
GREGS CLEANOUTS LLC,141 RT 46,,Lodi,NJ,7644,Bergen County,40.8777296,-74.0740678,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
H73 DESIGN LLC,382 FRANKLIN AVE,,Rockaway,NJ,7866,Morris County,40.8848203,-74.5123605,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
BEAUMONT LANDSCAPING INC,20 BARTLEY CHESTER RD,,Mount Olive Twp,NJ,7836,Morris County,40.8247309,-74.7192772,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
AUD CONTAINERS LLC,325 HIGHWOOD AVENUE,,Leonia Boro,NJ,7605,Bergen County,40.8562703,-73.9903041,,,,Soil & Fill Recycling Services,No,Open Market
TRI STATE WASTE & RECYCLING INC,4009 PALMETTO ST,,PHILADELPHIA,PA,19124,Philadelphia County,40.0088912,-75.1074831,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
U.N. ENVIRO SYSTEMS INC,18 IRONIA RD,,Flanders,NJ,7836,Morris County,40.8366619,-74.69117299999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
